2026-04-14,"Memorie RAM 64GB (Kit of 2x32GB) DDR4-3200 Kingston Fury Beast RGB",13730.0
2026-04-14,"Placa Video Gigabyte GeForce RTX 5070 Ti Eagle OC SFF 16G",26756.0
2026-04-14,"Memorie RAM 64GB (Kit of 2x32GB) DDR4-3200 Kingston Fury Beast RGB",13730.0
2026-04-14,"Placa Video Gigabyte GeForce RTX 5070 Ti Eagle OC SFF 16G",26756.0
